time,r_gripper_vel_norm
4.400000000000000355e+00,6.951455667244314447e-06
4.400999999999999801e+00,6.959854642769020848e-06
4.402000000000000135e+00,6.968126889357688314e-06
4.403000000000000469e+00,6.976188800532789060e-06
4.403999999999999915e+00,6.984352804867390428e-06
4.405000000000000249e+00,6.992142636654283415e-06
4.405999999999999694e+00,6.999847906308434571e-06
4.407000000000000028e+00,7.007507783501048150e-06
4.408000000000000362e+00,7.015209243146354531e-06
4.408999999999999808e+00,7.022952652490596523e-06
4.410000000000000142e+00,7.030668623145143838e-06
4.411000000000000476e+00,7.038365628382046233e-06
4.411999999999999922e+00,7.046133209497640166e-06
4.413000000000000256e+00,7.053913642195218716e-06
4.413999999999999702e+00,7.061786248968478806e-06
4.415000000000000036e+00,7.069378186674033973e-06
4.416000000000000369e+00,7.077117343297711212e-06
4.416999999999999815e+00,7.085198832828260521e-06
4.418000000000000149e+00,7.093335058740523882e-06
4.419000000000000483e+00,7.101421591224977423e-06
4.419999999999999929e+00,7.109715222521979222e-06
4.421000000000000263e+00,7.118057539715436115e-06
4.421999999999999709e+00,7.126427943906166334e-06
4.423000000000000043e+00,7.134838396476139892e-06
4.424000000000000377e+00,7.142998688805528706e-06
4.424999999999999822e+00,7.151538626794585711e-06
4.426000000000000156e+00,7.160092814335373210e-06
4.427000000000000490e+00,7.171549462548302141e-06
4.427999999999999936e+00,7.182013836671209044e-06
4.429000000000000270e+00,7.191805949827104583e-06
4.429999999999999716e+00,7.201279816500642670e-06
4.431000000000000050e+00,7.210514363043841945e-06
4.432000000000000384e+00,7.219580101292789652e-06
4.432999999999999829e+00,7.228484047671968769e-06
4.434000000000000163e+00,7.237352164076817478e-06
4.435000000000000497e+00,7.246368071602277371e-06
4.435999999999999943e+00,7.255330516556017802e-06
4.437000000000000277e+00,7.264263266532533427e-06
4.437999999999999723e+00,7.273090755474946096e-06
4.439000000000000057e+00,7.281634703605646427e-06
4.440000000000000391e+00,7.290252591604566350e-06
4.440999999999999837e+00,7.298842564184741412e-06
4.442000000000000171e+00,7.307196637677086456e-06
4.443000000000000504e+00,7.315702177514413973e-06
4.443999999999999950e+00,7.324303413206642905e-06
4.445000000000000284e+00,7.332933085425184466e-06
